data_homologacao,numero_homologacao,fabricante,brand,modelo,nome_comercial,tipo_produto,situacao,pais
17/06/2024,064782407120,Harman International Industries Inc.,JBL,QUANTUM360P CONSOLE WIRELESS TM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
09/10/2023,055621909185,"Xiaomi Communications Co., Ltd.",XIAOMI,MB31580,Yeelight,Transceptor de Radiação Restrita,Homologação Emitida,China
07/06/2024,075802009185,"Xiaomi Communications Co., Ltd.",XIAOMI,MZ50010,,Transceptor de Radiação Restrita,Homologação Emitida,China
16/05/2025,190722300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G556B,Galaxy XCover7,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
14/01/2024,198242300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A156M/DSN,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
09/10/2023,059462102701,Harman International Industries Inc.,JBL,EON ONE MK2,All-IN-ONE Column PA System,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/12/2022,153712207120,Harman International Industries Inc.,JBL,CLIP4D,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
24/09/2025,112752101993,Apple Inc.,APPLE,A2628,iPhone 13 mini,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
28/09/2022,050361801993,Apple Inc.,APPLE,A1977,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
05/12/2024,109092401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R955F,,Estação Terminal de Acesso,Homologação Cancelada,Coréia
06/09/2023,050351801993,Apple Inc.,APPLE,A2008,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
15/10/2021,112292101993,Apple Inc.,APPLE,A2474,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/11/2021,112352101993,Apple Inc.,APPLE,A2675,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
07/02/2023,108752001993,Apple Inc.,APPLE,A2356,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
25/01/2023,051421701993,Apple Inc.,APPLE,A1891,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
19/09/2023,034451501993,Apple Inc.,APPLE,A1550,,Estação Terminal de Acesso,Homologação Suspensa,Estados Unidos da América
10/07/2023,034471501993,Apple Inc.,APPLE,A1652,,Estação Terminal de Acesso,Homologação Suspensa,Estados Unidos da América
24/09/2025,112752101993,Apple Inc.,APPLE,A2628,iPhone 13 mini,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
21/07/2022,077592200953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A047M/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
01/07/2024,063502400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A065M/DS,,Telefone Móvel Celular,Homologação Emitida,Coréia
16/09/2022,101122100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A037M/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/09/2025,112752101993,Apple Inc.,APPLE,A2628,iPhone 13 mini,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
12/12/2023,108822001993,Apple Inc.,APPLE,A2376,N/A,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
28/09/2022,050361801993,Apple Inc.,APPLE,A1977,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/01/2026,129962001993,Apple Inc.,APPLE,A2403,iPhone 12,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
15/10/2021,112292101993,Apple Inc.,APPLE,A2474,,Sistemas Operando Na Faixa de 57 a 64 GHz,Homologação Emitida,Estados Unidos da América
20/10/2023,056901901993,Apple Inc.,APPLE,A2156,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
25/01/2023,051431701993,Apple Inc.,APPLE,A1889,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
13/02/2023,108812001993,Apple Inc.,APPLE,A2375,,Estação Terminal de Acesso,Homologação Emitida,Estados Unidos da América
06/02/2023,035231401993,Apple Inc.,APPLE,A1567,,Estação Terminal de Acesso,Homologação Suspensa,Estados Unidos da América
26/05/2023,075852301739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R965F,,Estação Terminal de Acesso,Homologação Emitida,Coréia
20/09/2023,112402101993,Apple Inc.,APPLE,A2568,,Estação Terminal de Acesso,Em Análise - RE,Estados Unidos da América
09/06/2022,077552200953,Samsung Electronics Co Ltd.,SAMSUNG,SM-X906B,,Estação Terminal de Acesso,Homologação Suspensa,Coréia
16/05/2025,190722300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G556B,Galaxy XCover7,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
14/01/2024,198242300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A156M/DSN,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
15/09/2022,108802001993,Apple Inc.,APPLE,A2352,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
09/05/2025,206372300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S928B/DS,Galaxy S24 Ultra,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
07/01/2026,129962001993,Apple Inc.,APPLE,A2403,iPhone 12,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
08/11/2022,032711601993,Apple Inc.,APPLE,A1758,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Estados Unidos da América
18/06/2021,081262100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M225FV/DS,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
15/02/2023,056931901993,Apple Inc.,APPLE,A2157,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/08/2021,075632107120,Harman International Industries Inc.,JBL,FREEWFHWIRELESS,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
24/10/2023,202462301739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EJ-PS928,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
09/05/2025,206372300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S928B/DS,Galaxy S24 Ultra,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
09/05/2025,206372300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S928B/DS,Galaxy S24 Ultra,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
14/09/2021,108642109185,"Xiaomi Communications Co., Ltd.",XIAOMI,21061119AL,,Transceptor de Radiação Restrita,Homologação Suspensa,China
15/10/2025,112312101993,Apple Inc.,APPLE,A2478,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
20/05/2022,113482109185,"Xiaomi Communications Co., Ltd.",XIAOMI,2109119DG,,Transceptor de Radiação Restrita,Homologação Suspensa,China
21/09/2023,112392101993,Apple Inc.,APPLE,A2567,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
18/06/2024,206482310014,"Harman International Industries, Inc.",JBL,INFO3.7-3.8 CSM,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
21/09/2023,112392101993,Apple Inc.,APPLE,A2567,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
24/09/2025,112722101993,Apple Inc.,APPLE,A2633,iPhone 13,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
14/11/2022,032691601993,Apple Inc.,APPLE,A1757,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/10/2022,157042209185,"Xiaomi Communications Co., Ltd.",XIAOMI,M2222E1,,Transceptor de Radiação Restrita,Homologação Suspensa,China
23/09/2021,062771707120,Harman International Industries Inc.,JBL,BAR 5.1,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
03/10/2025,122432101993,Apple Inc.,APPLE,A2577,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/05/2024,175342314550,"Xiaomi Communications Co., Ltd.",XIAOMI,23100RN82L,Redmi 13C,Transceptor de Radiação Restrita,Homologação Suspensa,China
11/10/2023,168432107120,Harman International Industries Inc.,JBL,CITATION MULTIBEAM 1100,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
11/12/2023,198252300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A155M/DSN,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
04/01/2024,198302301739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R390,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
04/04/2022,128972100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M526B/DS,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
20/12/2022,156722207120,Harman International Industries Inc.,JBL,BAR 1300X,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
15/10/2021,112292101993,Apple Inc.,APPLE,A2474,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
10/05/2024,175342314550,"Xiaomi Communications Co., Ltd.",XIAOMI,23100RN82L,Redmi 13C,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,China
11/12/2023,198252300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A155M/DSN,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
15/10/2025,112312101993,Apple Inc.,APPLE,A2478,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
28/09/2022,112322101993,Apple Inc.,APPLE,A2652,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/11/2021,120512101993,Apple Inc.,APPLE,A2485,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
15/02/2023,056931901993,Apple Inc.,APPLE,A2157,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
15/10/2025,112312101993,Apple Inc.,APPLE,A2478,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
20/05/2022,113482109185,"Xiaomi Communications Co., Ltd.",XIAOMI,2109119DG,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,China
15/02/2023,056931901993,Apple Inc.,APPLE,A2157,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
15/10/2025,112342101993,Apple Inc.,APPLE,A2687,,Sistemas Operando Na Faixa de 57 a 64 GHz,Homologação Emitida,Estados Unidos da América
10/10/2022,107062201993,Apple Inc.,APPLE,A2684,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/09/2024,109872201993,Apple Inc.,APPLE,A2886,iPhone 14 Plus,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
13/09/2024,109872201993,Apple Inc.,APPLE,A2886,iPhone 14 Plus,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/09/2022,109892201993,Apple Inc.,APPLE,A2698,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
20/08/2024,109922201993,Apple Inc.,APPLE,A2700,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
09/05/2025,111142201993,Apple Inc.,APPLE,A2890,iPhone 14 Pro,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
09/05/2025,111142201993,Apple Inc.,APPLE,A2890,iPhone 14 Pro,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
15/10/2021,112292101993,Apple Inc.,APPLE,A2474,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
10/10/2022,107062201993,Apple Inc.,APPLE,A2684,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
13/09/2024,109872201993,Apple Inc.,APPLE,A2886,iPhone 14 Plus,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/09/2024,111172201993,Apple Inc.,APPLE,A2894,iPhone 14 Pro Max,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
19/09/2024,111172201993,Apple Inc.,APPLE,A2894,iPhone 14 Pro Max,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
04/04/2022,128972100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M526B/DS,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
10/05/2024,175342314550,"Xiaomi Communications Co., Ltd.",XIAOMI,23100RN82L,Redmi 13C,Telefone Móvel Celular,Homologação Suspensa,China
11/12/2023,198252300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A155M/DSN,,Telefone Móvel Celular,Homologação Emitida,Coréia
16/05/2025,190722300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G556B,Galaxy XCover7,Telefone Móvel Celular,Homologação Emitida,Coréia
14/01/2024,198242300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A156M/DSN,,Telefone Móvel Celular,Homologação Emitida,Coréia
18/09/2024,068102401993,Apple Inc.,APPLE,A3296,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
21/11/2025,068192401993,Apple Inc.,APPLE,A2993,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
24/09/2025,112722101993,Apple Inc.,APPLE,A2633,iPhone 13,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
14/11/2022,032691601993,Apple Inc.,APPLE,A1757,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
04/04/2022,128972100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M526B/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
18/09/2024,068102401993,Apple Inc.,APPLE,A3296,,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
26/07/2024,067202414550,"Xiaomi Communications Co., Ltd.",XIAOMI,MHCW05P-B,,Transceptor de Radiação Restrita,Homologação Emitida,China
27/09/2024,068492401993,Apple Inc.,APPLE,A3001,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/08/2022,124302207120,Harman International Industries Inc.,JBL,CITATION 110,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
11/06/2024,060412409185,"Xiaomi Communications Co., Ltd.",XIAOMI,MHCWBT1P-IB,,Transceptor de Radiação Restrita,Homologação Emitida,China
09/09/2024,071332400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S721B/DS,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Coréia
25/07/2025,032681601993,Apple Inc.,APPLE,A1784,iPhone 7 Plus,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
06/02/2023,030491401993,Apple Inc.,APPLE,A1522,iPhone 6 Plus,Telefone Móvel Celular,Homologação Suspensa,Estados Unidos da América
18/06/2021,081262100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M225FV/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
17/06/2024,043011610014,"Harman International Industries, Inc.",JBL,GEN3 MID,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068042415801,"Honor Device Co., Ltd",HONOR,HEY2-W09,,Transceptor de Radiação Restrita,Homologação Emitida,China
30/08/2024,068052415801,"Honor Device Co., Ltd",HONOR,ELN-W09,,Transceptor de Radiação Restrita,Homologação Emitida,China
01/10/2024,068062415801,"Honor Device Co., Ltd",HONOR,BOT-WB01,,Transceptor de Radiação Restrita,Homologação Emitida,China
18/09/2024,068992401993,Apple Inc.,APPLE,A3250,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Estados Unidos da América
11/06/2024,066422410014,"Harman International Industries, Inc.",JBL,FPDM DT LHD,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068462401993,Apple Inc.,APPLE,A2999,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
18/09/2024,068102401993,Apple Inc.,APPLE,A3296,,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
18/09/2024,068102401993,Apple Inc.,APPLE,A3296,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
21/11/2025,068192401993,Apple Inc.,APPLE,A2993,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/11/2025,068232401993,Apple Inc.,APPLE,A3238,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/12/2024,068402401993,Apple Inc.,APPLE,A3287,iPhone 16,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
10/12/2024,068432401993,Apple Inc.,APPLE,A3290,iPhone 16 Plus,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
27/09/2024,068482401993,Apple Inc.,APPLE,A3003,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
20/06/2024,090531903269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CWAP210M,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
24/09/2025,112722101993,Apple Inc.,APPLE,A2633,iPhone 13,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
14/11/2022,032691601993,Apple Inc.,APPLE,A1757,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Estados Unidos da América
27/09/2024,068492401993,Apple Inc.,APPLE,A3001,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
03/10/2024,068682400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A165M/DS,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Coréia
09/07/2024,065582407120,Harman International Industries Inc.,JBL,ENDURANCE RACE 2,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068132401993,Apple Inc.,APPLE,A3055,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068152401993,Apple Inc.,APPLE,A3056,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
27/09/2024,068492401993,Apple Inc.,APPLE,A3001,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
03/10/2024,068682400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A165M/DS,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
03/09/2025,068082401993,Apple Inc.,APPLE,A3293,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
26/09/2024,068462401993,Apple Inc.,APPLE,A2999,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
18/05/2023,087062100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-F926B/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/05/2022,110482100953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A528B/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
10/12/2024,068402401993,Apple Inc.,APPLE,A3287,iPhone 16,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
10/12/2024,068432401993,Apple Inc.,APPLE,A3290,iPhone 16 Plus,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
09/09/2024,071632407120,Harman International Industries Inc.,JBL,WAVE BEAM 2,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068122401993,Apple Inc.,APPLE,A3053,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
07/11/2025,068212401993,Apple Inc.,APPLE,A3239,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/12/2024,068402401993,Apple Inc.,APPLE,A3287,iPhone 16,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
10/12/2024,068402401993,Apple Inc.,APPLE,A3287,iPhone 16,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/12/2024,068432401993,Apple Inc.,APPLE,A3290,iPhone 16 Plus,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/12/2024,068432401993,Apple Inc.,APPLE,A3290,iPhone 16 Plus,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
27/09/2024,068482401993,Apple Inc.,APPLE,A3003,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
24/09/2025,112752101993,Apple Inc.,APPLE,A2628,iPhone 13 mini,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
28/09/2022,050361801993,Apple Inc.,APPLE,A1977,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
07/01/2026,129962001993,Apple Inc.,APPLE,A2403,iPhone 12,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
10/12/2024,068402401993,Apple Inc.,APPLE,A3287,iPhone 16,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/12/2024,068432401993,Apple Inc.,APPLE,A3290,iPhone 16 Plus,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
27/09/2024,068482401993,Apple Inc.,APPLE,A3003,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
03/09/2025,068082401993,Apple Inc.,APPLE,A3293,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/12/2025,068202401993,Apple Inc.,APPLE,A2995,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
10/10/2022,107062201993,Apple Inc.,APPLE,A2684,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
13/09/2024,109872201993,Apple Inc.,APPLE,A2886,iPhone 14 Plus,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
20/08/2024,109922201993,Apple Inc.,APPLE,A2700,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
09/05/2025,111142201993,Apple Inc.,APPLE,A2890,iPhone 14 Pro,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
19/09/2024,111172201993,Apple Inc.,APPLE,A2894,iPhone 14 Pro Max,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
29/11/2024,075322401993,Apple Inc.,APPLE,A3186,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
03/09/2025,068082401993,Apple Inc.,APPLE,A3293,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
07/01/2026,129962001993,Apple Inc.,APPLE,A2403,iPhone 12,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
29/11/2024,075382401993,Apple Inc.,APPLE,A3118,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
30/07/2024,068032407120,Harman International Industries Inc.,JBL,WAVE FLEX 2,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
03/09/2025,068082401993,Apple Inc.,APPLE,A3293,,Transceptor Móvel por Satélite,Homologação Emitida,Estados Unidos da América
03/09/2025,068082401993,Apple Inc.,APPLE,A3293,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068112401993,Apple Inc.,APPLE,A3050,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/09/2024,068162401993,Apple Inc.,APPLE,A3059,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
11/12/2025,068202401993,Apple Inc.,APPLE,A2995,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
18/09/2024,068452401993,Apple Inc.,APPLE,A2580,,Carregador Indutivo para Telefone Celular,Homologação Emitida,Estados Unidos da América
04/03/2026,073122400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-X820,,Transceptor de Radiação Restrita,Homologação Emitida,Coréia
09/07/2024,165762202701,Harman International Industries Inc.,JBL,PRX918XLF,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
09/07/2024,165762202701,Harman International Industries Inc.,JBL,PRX915XLF,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
27/09/2024,068472401993,Apple Inc.,APPLE,A2997,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
09/05/2025,111142201993,Apple Inc.,APPLE,A2890,iPhone 14 Pro,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
19/09/2024,111172201993,Apple Inc.,APPLE,A2894,iPhone 14 Pro Max,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Emitida,Estados Unidos da América
14/11/2024,132992012011,"Xiaomi Communication Technology Co., Ltd.",XIAOMI,MDZ-36-DB,,Transceptor de Radiação Restrita,Homologação Emitida,China
22/06/2023,095832300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M346B/DS,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
13/09/2024,109862201993,Apple Inc.,APPLE,A2882,iPhone 14,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
14/12/2022,144092214862,"Guangdong OPPO Mobile  Telecommunications Co., Ltd",OPPO,CPH2477,OPPO A17,Telefone Móvel Celular,Homologação Suspensa,China
09/05/2025,206372300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S928B/DS,Galaxy S24 Ultra,Telefone Móvel Celular,Homologação Emitida,Coréia
24/09/2025,112722101993,Apple Inc.,APPLE,A2633,iPhone 13,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
03/10/2024,068682400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A165M/DS,,Telefone Móvel Celular,Homologação Emitida,Coréia
24/12/2024,095752400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-S936B/DS,,Telefone Móvel Celular,Homologação Emitida,Coréia
08/02/2024,000891601993,Apple Inc.,APPLE,A1723,iPhone SE),Telefone Móvel Celular,Homologação Suspensa,Estados Unidos da América
05/09/2025,056851901993,Apple Inc.,APPLE,A2218,IPhone 11 Pro Max,Telefone Móvel Celular,Homologação Emitida,Estados Unidos da América
03/03/2023,001472314550,"Xiaomi Communications Co., Ltd.",XIAOMI,2201123G,POCO X5 PRO 5G,Telefone Móvel Celular,Homologação Suspensa,China
15/10/2025,112312101993,Apple Inc.,APPLE,A2478,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
27/09/2024,068472401993,Apple Inc.,APPLE,A2997,,Sistemas Operando nas Faixas de RF Ultra Larga,Homologação Emitida,Estados Unidos da América
27/09/2024,068472401993,Apple Inc.,APPLE,A2997,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
10/10/2022,107062201993,Apple Inc.,APPLE,A2684,,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
13/09/2024,109872201993,Apple Inc.,APPLE,A2886,iPhone 14 Plus,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
09/05/2025,111142201993,Apple Inc.,APPLE,A2890,iPhone 14 Pro,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
19/09/2024,111172201993,Apple Inc.,APPLE,A2894,iPhone 14 Pro Max,Sistemas de Identificação por Radiofrequências,Homologação Emitida,Estados Unidos da América
22/06/2023,095832300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-M346B/DS,,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
